step 0, training accuracy 0.0666667 and testing accuracy 0.0542328 , best accuracy is 0.0542328 
step 13200, training accuracy 1 and testing accuracy 0.501323 , best accuracy is 0.518519 
step 13300, training accuracy 1 and testing accuracy 0.494709 , best accuracy is 0.518519 
step 13400, training accuracy 1 and testing accuracy 0.497355 , best accuracy is 0.518519 
step 13500, training accuracy 1 and testing accuracy 0.5 , best accuracy is 0.518519 
step 13600, training accuracy 1 and testing accuracy 0.503968 , best accuracy is 0.518519 
step 13700, training accuracy 1 and testing accuracy 0.501323 , best accuracy is 0.518519 
step 13800, training accuracy 1 and testing accuracy 0.494709 , best accuracy is 0.518519 
step 13900, training accuracy 1 and testing accuracy 0.501323 , best accuracy is 0.518519 
step 14000, training accuracy 1 and testing accuracy 0.497355 , best accuracy is 0.518519 
step 14100, training accuracy 1 and testing accuracy 0.494709 , best accuracy is 0.518519 
step 14200, training accuracy 1 and testing accuracy 0.503968 , best accuracy is 0.518519 
step 14300, training accuracy 1 and testing accuracy 0.489418 , best accuracy is 0.518519 
step 14400, training accuracy 1 and testing accuracy 0.498677 , best accuracy is 0.518519 
step 14500, training accuracy 1 and testing accuracy 0.497355 , best accuracy is 0.518519 
step 14600, training accuracy 1 and testing accuracy 0.490741 , best accuracy is 0.518519 
step 14700, training accuracy 1 and testing accuracy 0.497355 , best accuracy is 0.518519 
step 14800, training accuracy 1 and testing accuracy 0.505291 , best accuracy is 0.518519 
step 14900, training accuracy 1 and testing accuracy 0.48545 , best accuracy is 0.518519 
step 15000, training accuracy 1 and testing accuracy 0.507937 , best accuracy is 0.518519 
step 15100, training accuracy 1 and testing accuracy 0.513228 , best accuracy is 0.518519 
step 15200, training accuracy 1 and testing accuracy 0.525132 , best accuracy is 0.525132 
